WEEK,SALES,PRICE
1,98.004000000000005,1.71
2,102.417,1.76
3,136.227,1.6399999999999999
4,146.29300000000001,1.6399999999999999
5,83.602999999999994,1.73
6,152.405,1.5900000000000001
7,110.687,1.6699999999999999
8,149.56399999999999,1.5700000000000001
9,145.768,1.55
10,129.78800000000001,1.6799999999999999
11,121.157,1.5700000000000001
12,180.78100000000001,1.5700000000000001
13,369.27600000000001,1.26
14,413.82600000000002,1.1699999999999999
15,268.77199999999999,1.3200000000000001
16,166.31,1.46
17,212.405,1.51
18,129.45599999999999,1.6000000000000001
19,138.678,1.6799999999999999
20,86.781000000000006,1.74
21,117.18899999999999,1.7
22,112.15900000000001,1.72
23,83.106999999999999,1.8400000000000001
24,102.047,1.75
25,89.533000000000001,1.8200000000000001
26,107.782,1.76
27,118.803,1.6100000000000001
28,105.127,1.71
29,221.49799999999999,1.3899999999999999
30,137.89699999999999,1.7
31,65.709000000000003,1.8899999999999999
32,62.881,1.8999999999999999
33,72.159999999999997,1.8300000000000001
34,43.448,1.99
35,106.374,1.77
36,67.076999999999998,1.8600000000000001
37,80.960999999999999,1.8799999999999999
38,98.436999999999998,1.8300000000000001
39,99.204999999999998,1.8300000000000001
40,98.573999999999998,1.75
41,91.644999999999996,1.8999999999999999
42,70.120999999999995,1.9399999999999999
43,102.373,1.8400000000000001
44,82.155000000000001,1.8200000000000001
45,93.512,1.8100000000000001
46,61.536999999999999,1.9299999999999999
47,94.165000000000006,1.8400000000000001
48,110.322,1.79
49,66.581999999999994,1.8899999999999999
50,60.493000000000002,1.8300000000000001
51,153.559,1.6399999999999999
52,131.928,1.6499999999999999
53,103.014,1.73
54,81.203000000000003,1.8200000000000001
55,101.568,1.8799999999999999
56,96.382999999999996,1.8200000000000001
57,117.084,1.75
58,112.73699999999999,1.77
59,140.52099999999999,1.6899999999999999
60,138.72900000000001,1.6599999999999999
61,148.50700000000001,1.6799999999999999
62,100.20099999999999,1.76
63,151.435,1.73
64,137.19900000000001,1.76
65,261.589,1.51
66,313.30700000000002,1.4099999999999999
67,306.738,1.49
68,241.07400000000001,1.5800000000000001
69,156.15100000000001,1.5900000000000001
70,119.19199999999999,1.6499999999999999
71,125.512,1.78
72,91.891999999999996,1.8899999999999999
73,107.996,1.74
74,105.65900000000001,1.6699999999999999
75,158.833,1.6299999999999999
76,110.08,1.8500000000000001
77,87.486000000000004,1.72
78,91.915999999999997,1.8300000000000001
79,99.216999999999999,1.76
80,85.043000000000006,1.8100000000000001
81,81.052000000000007,1.73
82,97.543999999999997,1.6399999999999999
83,193.167,1.51
84,228.321,1.4299999999999999
85,136.75800000000001,1.6000000000000001
86,84.686000000000007,1.8100000000000001
87,123.901,1.6699999999999999
88,75.305999999999997,1.8
89,76.141000000000005,1.77
90,71.991,1.8400000000000001
91,101.30800000000001,1.6299999999999999
92,95.513000000000005,1.8200000000000001
93,74.573999999999998,1.79
94,76.969999999999999,1.8400000000000001
95,130.74799999999999,1.6799999999999999
96,114.68300000000001,1.72
97,84.271000000000001,1.78
98,54.003,1.8500000000000001
99,78.125,1.9299999999999999
100,79.546000000000006,1.6299999999999999
101,57.686999999999998,1.8300000000000001
102,83.122,1.77
103,101.75700000000001,1.8200000000000001
104,89.195999999999998,1.73
